"measurementid","Clostridium-hiranonis","Clostridium-difficile","Proteus-mirabilis","Clostridium-scindens","Ruminococcus-obeum","Clostridium-ramosum","Bacteroides-ovatus","Akkermansia-muciniphila","Parabacteroides-distasonis","Bacteroides-fragilis","Bacteroides-vulgatus","Enterococcus-faecalis","Klebsiella-oxytoca","Lactobacillus-reuteri","Roseburia-hominis","Escherichia-coli"
30,0.000547368421052632,0.0064280701754386,0.0162245614035088,0.0132350877192982,0.00530526315789474,0.0297543859649123,0.206849122807018,0.273670175438597,0.0312561403508772,0.199059649122807,0.0511578947368421,0.000280701754385965,0.0128,2.80701754385965e-05,0.00898245614035088,0.144421052631579
31,1.32035860939831e-05,0.021917952916012,0.00221820246378917,0.00116191557627052,0.0486552147563278,0.142625136987206,0.174406168715423,0.0937718684394682,0.00145239447033814,0.301477481283917,0.0411027635105695,0.000184850205315764,0.00757885841794631,1.32035860939831e-05,0.00159763391737196,0.161823151167857
32,0,0.0167862011736115,0.0133839132238753,0.0014225594214925,0.0440874874044218,0.101179538853654,0.227064192993895,0.00712465176930828,0.00116175686088554,0.397557939659771,0.00750400094837295,0.000865390314741272,0.00446920751585561,0,0.0143441408333827,0.163049019026732
34,1.00440935707757e-05,0.0196964674922912,0.00589588292604534,0.00125551169634696,0.052841976275851,0.124014423318368,0.254135655527767,0.00241058245698617,0.0150159198883097,0.337190265264511,0.0305139562680166,0.000482116491397234,0.00997378491578028,0,0.0194654533401633,0.127097960044596
36,1.55802069051477e-05,0.0466471394740122,0.00269537579459055,0.00158918110432507,0.0423937429889069,0.102439860401346,0.194799326935062,0.11334600523495,0.0168577838713698,0.333618970459928,0.0508693755453072,0.0010127134488346,0.0102985167643026,0,0.0135703602143836,0.0698460675557771
38,0,0.0356791684225313,0.017297774567054,0.00264884714947926,0.0172375734954749,0.0835992213994742,0.184054742841089,0.37908614773343,0.0255051873256677,0.138121325226256,0.0670037926675095,0.000762546906668272,0.0158930828968756,0,0.0183613268316176,0.0147291955130135
42,0,0.0196829449941483,0.0142036386849665,0.0027130545802745,0.0214207185161542,0.0663013795793879,0.194293719189985,0.351686349611661,0.0332482178955208,0.151186296414512,0.0869418732489272,0.000177323828776111,0.0175905238145902,0,0.027449728694542,0.013086498563677
45,0,0.0172636918935708,0.0124236463402008,0.00336473755047106,0.0280826172481623,0.0819443006522414,0.179262863650481,0.33888083652552,0.0397815508851848,0.141991924629879,0.0968009110673983,0.000129412982710426,0.0140801325188943,2.58825965420851e-05,0.0296096904441454,0.0163060358215136
49,0,0.0147966573816156,0.00969359331476323,0.00262952646239554,0.0168022284122563,0.0633760445682451,0.174685236768802,0.435298050139276,0.0379052924791086,0.113515320334262,0.0558217270194986,0.000155988857938719,0.0198551532033426,0,0.0220389972144847,0.0334261838440111
52,0,0.00979833475797005,0.00747142811916295,0.00207363788900497,0.0217494538892582,0.0680343179155982,0.219853104125115,0.336689144268212,0.0470288409788837,0.137240003799031,0.0721815936936081,6.33171874505335e-05,0.0210213062335771,0,0.0334631335676069,0.0233323835755216
56,0,0.012013431165278,0.00691456286531526,0.00156696928242756,0.0212411391617958,0.0779007586121129,0.221688844671061,0.304439746300211,0.0541474940927745,0.151797040169133,0.0734485760477553,9.94901131700037e-05,0.0195249347096132,0,0.0299713965924636,0.0252456162168884
